longitude,latitude,name,comment,inscription,page_url,erected_by,erected_date,categories,credits
-97.603462,30.330315,Decker Swedish Evangelical Free Church and Cemetery,"On , Austin, (On the right when traveling north)","Among the Swedish immigrants who settled in Decker in the 1880s were many seeking freedom from the Swedish State Church. The immigrants held meetings in homes and schoolhouses, and organized the Decker Swedish Evangelical Free Church. Joseph Ek Johnson and his wife Charlotta (Mork) deeded land in 1892 on which a church building was erected and this cemetery was established. Charles Smith served as first Pastor of the church. As the congregation grew, a Sunday School and Ladies Society were added, and a parsonage built. Services were conducted in Swedish.  
Drought and crop failure forced many members to leave the area and the churches in Decker and Elroy disbanded. The church building located here was later torn down. In 1923 the Swedish Evangelical Free Church was formed in Austin; it was renamed the First Evangelical Free Church of Austin in 1952.  
The first recorded burial in the cemetery was that of Carl Oscar Swening in 1891. Many of the charter members of the church and their descendants are among those buried here. The church retains ownership of the site and maintains the cemetery, which continues to serve the area.",https://www.hmdb.org/marker.asp?marker=25714,the Texas Historical Commission.(Marker Number 12241.),1997,"Cemeteries & Burial Sites,Churches, Etc.","This page was last revised on June 16, 2016. This page originally submitted on  December 21, 2009, by Keith Peterson of Cedar Park, Texas.  This page has been viewed 1,128 times since then and 90 times this year."
-97.7389,30.266975,J. L. Buaas Building,"On East 6th Street, Austin, (On the right when traveling east)","Norwegian immigrant John L. Buaas moved to Austin in 1839 and in 1872 was appointed city alderman by Reconstruction Governor E.J. Davis. In 1875 he built a mercantile store here. The two-story Italianate commercial structure was designed with two facades, one facing Pine (5th) Street, and the other on Pecan (6th) Street. Buaas sold the building in 1879, and since then it has been used for various commercial establishments and is now part of the revitalization of Old Pecan Street.",https://www.hmdb.org/marker.asp?marker=25781,the Texas Historical Commission.(Marker Number 14635.),1983,Notable Buildings,"This page was last revised on  October 5, 2016. This page originally submitted on  December 23, 2009, by Keith Peterson of Cedar Park, Texas.  This page has been viewed 686 times since then and 83 times this year."
-85.767053,38.257878,"""Bloody Monday"" / American (Know-Nothing) Party","On West Main Street, Louisville, (On the right when traveling west)","""Bloody Monday""
Election day, Aug. 6, 1855, known as Bloody Monday due to riots led by ""Know-Nothing"" mobs. This political party was anti-Catholic and nativist. Attacks on German immigrants east of downtown and Irish in the west caused at least 22 deaths, arson, and looting. Catholic Cathedral of the Assumption &amp; St. Martin's Church were threatened with destruction. 

American (Know-Nothing) Party
This party feared that Catholic immigrants from Germany and Ireland threatened Protestantism and democracy. By 1854, the party claimed a million members nationwide and led Jefferson Co. govt. They split over slavery and by the end of the Civil War they had vanished from politics in Louisville and Jefferson Co.  

Given by the Ancient Order of Hibernians and the German-American Club.",https://www.hmdb.org/marker.asp?marker=25914,Kentucky Historical Society the Kentucky Department of Highways.(Marker Number 2205.),2006,"Notable Events,Politics","This page was last revised on June 16, 2016. This page originally submitted on  December 27, 2009, by Karl Stelly of Gettysburg, Pennsylvania.  This page has been viewed 3,956 times since then and 106 times this year."
-97.670683,30.51098,Olson House,"On East Main Street, Round Rock, (On the right when traveling west)","Swedish immigrant Johanna Olson (1835-1914) purchased this property in 1907 after she returned to the Round Rock area upon the death of her husband, Johannes, in 1894. Local contractor A.S. Robertson built this house for her in 1908, and it remained in the Olson family until 1944. Johanna and her daughters took in boarders from nearby Trinity College during its existence from 1906 until 1929. A good local example of Queen Anne architecture, the Olson House features classic elements of that style, including its asymmetry, wrap-around porch and fishscale shingles.  
Recorded Texas Historic Landmark",https://www.hmdb.org/marker.asp?marker=25940,the Texas Historical Commission.(Marker Number 12813.),2001,Notable Buildings,"This page was last revised on  October 27, 2016. This page originally submitted on  December 27, 2009, by Keith Peterson of Cedar Park, Texas.  This page has been viewed 779 times since then and 44 times this year."
-97.727149,30.275709,Swante Palm,"Near Navasota Street, Austin, ","A native of Basthult, Barkeryd Parish, in the province of Smaland, Sweden, Swante Palm was a leader of early Swedish immigration to Texas. Influenced by his nephew, Swen Magnus Swenson, Palm came to Texas in 1844. He settled first in La Grange, where he served as postmaster and worked in Swenson’s general store. Both men moved to Austin in 1850 and continued their business relationship. In 1854 Palm married Agnes Christine Alm. Their son, Swante Sture, was born in 1855, but died in infancy.  
Politically active, Palm held a number of public offices, including Travis County Justice of the Peace, Alderman, and Postmaster. As Vice Consul to Texas for Sweden and Norway, he was instrumental in bringing thousands of Swedish immigrants to the state. In 1868 he was one of the organizers of the Swedish Evangelical Lutheran Church (now Gethsemane Lutheran Church) in Austin.  
Swedish King Oscar II knighted Palm in 1884 for his service to Sweden and Texas’ Swedish immigrants. A devoted book collector, Palm amassed a large library which he donated to the University of Texas in 1897, increasing its holdings by over sixty percent. An Austin school was later named in his honor.",https://www.hmdb.org/marker.asp?marker=26190,the Texas Historical Commission.(Marker Number 15675.),1990,Notable Persons,"This page was last revised on June 16, 2016. This page originally submitted on  January 4, 2010, by Keith Peterson of Cedar Park, Texas.  This page has been viewed 909 times since then and 62 times this year."
-97.736433,30.277682,Scholz Garten,"On San Jacinto Blvd., Austin, (On the left when traveling south)","German immigrant August Scholz (1825-1891) opened Scholz’s Hall at this site in 1866. About the turn of the century, this building replaced the original hall. A German social club, the Austin Saengerrunde, purchased the property in 1908 and added the adjacent hall. The Texas legislature honored Scholz Garten in 1966 as “A gathering place for Texans of discernment, taste, culture and erudition, epitomizing the finest traditions of magnificent German heritage in our state.”",https://www.hmdb.org/marker.asp?marker=26528,the Texas Historical Commission.(Marker Number 12245.),1967,Notable Buildings,"This page was last revised on June 16, 2016. This page originally submitted on  January 16, 2010, by Keith Peterson of Cedar Park, Texas.  This page has been viewed 517 times since then and 60 times this year."
-81.090716,32.081666,Jewish Colonists,"Near East River Street, Savannah, ","Near this site on July 11, 1733, five months
after Oglethorpe founded Georgia, 42 Jewish
colonists, having sailed from London,
disembarked from the William and Sarah.
It was the largest group of Jews ever to sail 
on one vessel from North America in Colonial 
Times.  
All of the families, with the exception of three,
 were Sephardic Jews, originally from Portugal
or Spain; the other three families were Germanic.  

Congregation Mickve Israel July 11, 1983.",https://www.hmdb.org/marker.asp?marker=26707,,,"Colonial Era,Notable Persons,Settlements & Settlers","This page was last revised on June 16, 2016. This page originally submitted on  January 21, 2010, by Mike Stroud of Bluffton, South Carolina.  This page has been viewed 1,246 times since then and 48 times this year."
-75.323988,40.108363,Mogeetown,"On Ridge Pike, near Plymouth Meeting, (On the right when traveling east)","A company town developed in 1880 by  William Mogee for his lime quarry workers, 
many of whom were southern European 
immigrants. The limestone was transported 
by boat on the nearby Schuylkill River.",https://www.hmdb.org/marker.asp?marker=26825,Plymouth Township,,"Industry & Commerce,Man-Made Features,Natural Resources,Notable Buildings,Settlements & Settlers,Waterways & Vessels","This page was last revised on June 16, 2016. This page originally submitted on  January 23, 2010, by William Fischer, Jr. of Scranton, Pennsylvania.  This page has been viewed 1,074 times since then and 80 times this year."
-77.02202,38.89964,Chinatown,"On 7th Street, NW, Chinatown, (On the right when traveling south)","dragons to bring rain, prosperity and friendship 
More than 280 dragons, crowned by 700 glazed tiles, look down from the Chinatown Friendship Archway before you. Symbols of the spirits that bring rain and prosperity in China, these painted and carved dragons are fitted together like a giant jigsaw puzzle in the ancient Chinese building tradition of ""gong"" balancing. Seven roofs of weighing nine tons each are cantilevered, with no nails almost 50 feet above the street.  

This is the largest single-span Chinese archway in the world, designed by Chinese-born Washington architect Alfred Liu and erected in 1986. A joint project of the governments of Washington, D.C., and and its sister city, Beijing, it marks the entrance to Washington's Chinatown in a statement of international friendship. Chinese and American craftsmen worked side by side to construct it.  

The Chinese community in Washington dates back to the 1880s, when the first immigrants settled along Pennsylvania Avenue between Third and Sixth Streets. Forced out by construction of the Federal Triangle in the 1930s, the community relocated here with the help of the On Leong Chinese Merchants Association into homes once occupied by an earlier German and Jewish immigrant population. Some of the city's oldest pre-Civil War buildings, with flat roofs and sloped roofs, can still be seen beneath the neighborhood's colorful Chinese facades.  

While many Chinese have left the area for newer homes in the city and suburbs, the community is dedicated to preserving a slice of Chinese culture downtown. Calvary Baptist Church on Eighth and H, the first to create a Chinese Sunday School here, is still involved with the community, and St. Mary's Catholic Church near Fifth and H, has regular Masses in Cantonese. Chineses symbols and signs preserve the spirit of this special place and the annual Chinese New Year is celebrated with a dragon parade and firecrackers to increasingly large crowds from the metropolitan area.",https://www.hmdb.org/marker.asp?marker=26935,Cultural Tourism D.C.Marker Number e.10.),2008,"Asian Americans,Churches, Etc.,Fraternal or Sororal Organizations,Settlements & Settlers","This page was last revised on  August 15, 2017. This page originally submitted on  October 18, 2008, by Richard E. Miller of Oxon Hill, Maryland.  This page has been viewed 2,441 times since then and 219 times this year. Last updated on   January 27, 2010, by Richard E. Miller of Oxon Hill, Maryland."
-110.94046667,31.33456667,Commemorating Jacob Isaacson,"On North Morley Avenue, Nogales, (On the right when traveling south)","First postmaster of Isaacson, Arizona (Changed to Nogales June 4, 1883)",https://www.hmdb.org/marker.asp?marker=27079,Pimeria Alta Historical Society.,1953,"Notable Persons,Notable Places","This page was last revised on June 16, 2016. This page originally submitted on  February 1, 2010, by Bill Kirchner of Tucson, Arizona.  This page has been viewed 816 times since then and 41 times this year."
-79.93025,32.77663,Daniel Ravenel II House,"On Broad Street, Charleston, (On the left when traveling east)","Built in 1796 by 
Daniel Ravenel, 
the Second of 
Wantoot Plantation, 
as a summer home 
replacing an earlier building 
destroyed in the great fires of that year. 
The property came to 
his wife in 1749, 
having been owned since 1710 
by her grandfather 
Isaac Mazyck, 
the French 
Huguenot Immigrant. 
This land, with 10 generations of occupancy, 
is one of the oldest properties 
in this city, and perhaps 
the nation, to remain continuously 
in the same family.",https://www.hmdb.org/marker.asp?marker=27512,Preservation Society of Charleston.,1969,Notable Buildings,"This page was last revised on June 16, 2016. This page originally submitted on  February 14, 2010, by Michael Sean Nix of Spartanburg, South Carolina.  This page has been viewed 1,235 times since then and 83 times this year."
-79.9293,32.7778,The Douxsaint House,"On Church Street, Charleston, (On the right when traveling north)","This property, a part of one of the 
original town lots in the Grand Model 
of Charles Towne was bought by 
Paul Douxsaint, merchant, planter, and 
French Huguenot immigrant, in 1725.
  
The Charleston single house of French 
type construction appears to have been 
built in the mid 1700’s and is one of 
two houses in this block that escaped 
the Great Fire of 1775.
  
The present interior details reflect both 
late Georgian and early Federal periods.",https://www.hmdb.org/marker.asp?marker=27543,Preservation Society of Charleston,,Colonial Era,"This page was last revised on June 16, 2016. This page originally submitted on  February 15, 2010, by Michael Sean Nix of Spartanburg, South Carolina.  This page has been viewed 703 times since then and 36 times this year."
-111.96171667,33.39336667,The Niels Petersen House,"Near West Southern Avenue, Tempe, (On the right when traveling west)","Niels Petersen, a Danish immigrant, homesteaded 160 acres in Tempe in 1872. He was involved in almost every aspect of area development and was an organizer of the Tempe Methodist Episcopal Church in 1888.  

This Queen Anne style farm house was designed by James Creighton in 1892 and built on the homestead for Niels and Susanna Decker Petersen. It is listed in the National Register of Historic Places.  

This plaque is a bicentennial project of the Tempe Historical Society",https://www.hmdb.org/marker.asp?marker=27559,Tempe Historical Society and Arizona Historical Society,,"Notable Buildings,Notable Persons","This page was last revised on June 16, 2016. This page originally submitted on  February 15, 2010, by Bill Kirchner of Tucson, Arizona.  This page has been viewed 1,432 times since then and 40 times this year."
-94.65554,31.60241,Chas. Hoya Land Office,"On Pilar Street, Nacgodoches, (On the right when traveling east)","Built in 1897, by Charles Hoya (1848-1926), son of Prussian immigrant Joseph T. Van Der Hoya, and long-time Nacgodoches County surveyor. Designed by Houston architect Frank E. Rue in Victorian style with the Gothic revival details, this was the first fireproof building in Nacgodoches and served as a model for other local structures. 
 After Hoya's death, the land office business continued under the management of son-in-law J. Roy Gray, until his death in 1966.  Recorded Texas Historic Landmark",https://www.hmdb.org/marker.asp?marker=27708,Texas Historical Commission.(Marker Number 9262.),1974,Notable Buildings,"This page was last revised on June 16, 2016. This page originally submitted on  February 19, 2010, by Steve Gustafson of Lufkin, Texas.  This page has been viewed 789 times since then and 55 times this year."
-86.013362,40.046103,Five and Ten Building,"On 9th Street, Noblesville, (On the right when traveling north)","F. M. Bachman, a German immigrant, constructed this c.1880 building for his grocery business. The building is best known for housing the Morris 5&amp;10¢ Store, located here from the 1920s to the 1950s.",https://www.hmdb.org/marker.asp?marker=27845,Noblesville Main Street Inc,,"Industry & Commerce,Notable Buildings","This page was last revised on June 16, 2016. This page originally submitted on  February 22, 2010, by William Fischer, Jr. of Scranton, Pennsylvania.  This page has been viewed 580 times since then and 32 times this year."
-110.33575,31.61808333,Fort Huachuca,"On State Route 90, near Huachuca City, (On the right when traveling south)","Situated on the southern route to the Pacific Ocean, it brought law and order to the Arizona Territory, protecting settlers, miners, travelers and immigrants. Its troops won the surrender of Geronimo. Generals Pershing and Wood served here.  

As the Army's electronic proving ground Huachuca alone of all our military posts remains on active status.",https://www.hmdb.org/marker.asp?marker=27897,The Arizona Society Daughters of the American Revolution.,1957,"Forts, Castles,Military,Settlements & Settlers","This page was last revised on June 16, 2016. This page originally submitted on  February 23, 2010, by Bill Kirchner of Tucson, Arizona.  This page has been viewed 1,255 times since then and 69 times this year."
-109.37267833,32.00786833,Faraway Ranch,"Near Faraway Trail, near Willcox, ","Faraway Ranch represents a 
transition from the wild, unsettled 
frontier to a peaceful cattle and 
guest ranch of the 20th century. 
—————————

In 1887, shortly after the final surrender of Geronimo, Neil and Emma Erickson set up a homestead here. When Neil became the first ranger of the Chiricahua Forest Reserve, Faraway Ranch served as his headquarters for several years.  

Life at Faraway Ranch centered around cattle, but in the summer of 1917 Erickson's daughters introduced a second business – accommodating guests. Guests enjoyed walking, watching birds, and riding horses through the ""Wonderland of Rocks"" in the canyons near here. They were also free to watch or help with the cattle ranching chores.  

Cattle and guest ranching operations sustained the life of the ranch until its owners became too well along in years to keep up with the daily turmoil. Today the heritage of Faraway Ranch is being preserved as part of Chiricahua National Monument.",https://www.hmdb.org/marker.asp?marker=28370,,,"Notable Places,Settlements & Settlers","This page was last revised on June 16, 2016. This page originally submitted on  March 8, 2010, by Bill Kirchner of Tucson, Arizona.  This page has been viewed 1,252 times since then and 40 times this year."
-84.036967,41.02105,Frances Rappaport Horwich,"On Pratt Street, Ottawa, (On the right when traveling north)","Side A: 
Frances Rappaport Horwich was born in Ottawa on July 16, 1907, the daughter of Sam Rappaport, an Austrian immigrant who operated a general store, and Rosa Gratz Rappaport, a Russian immigrant. The youngest of six children, she attended the Ottawa elementary school and graduated from Ottawa High School in 1924. After high school, she attended the University of Chicago where she earned a bachelor's degree in philosophy and then taught first grade for three years. ""Miss Frances,"" as she was called, then earned a master's degree from Columbia University in 1933 and a Ph.D. in 1942 from Northwestern University. From 1942 to 1952, she was involved in teaching and education development. The basic education she received in the Ottawa schools enabled her to achieve great skills and abilities. 
(Continued on other side)  
Side B: 
(Continued from other side) 
Frances Rappaport Horwich is best known for the creation and development of an educational television program for pre-school children known as the Ding Dong School, which began in Chicago in 1952 and moved to New York City. The television program was aired on NBC through the 1950s and early 1960s and was watched by millions of children each morning. The program began with ""Miss Frances"" ringing an old fashion school bell followed by instruction and training. The show's great success was honored with the George Foster Peabody Award earned in April 1953. Miss Frances went on to become NBC's supervisor of children's programs, served educationally on the Association of Nursery Education and the American Education Fellowship boards, and was a member of the National Education Association. Frances Rappaport Horwich died on July 21, 2001, in Arizona.",https://www.hmdb.org/marker.asp?marker=28618,"ODAR, Pe-Ton-I-Quet of Tawa Chapter, and The Ohio Historical Society.(Marker Number 4-69.)",2006,"20th Century,Charity & Public Work,Communications,Education,Notable Persons","This page was last revised on June 16, 2016. This page originally submitted on  March 14, 2010, by William Fischer, Jr. of Scranton, Pennsylvania.  This page has been viewed 968 times since then and 88 times this year."
-81.438644,41.238303,Gustave H. Grimm,"On Ravenna Street, Hudson, (On the right when traveling south)","On this site in 1882, Gustave H. Grimm (1850-1914), a German immigrant tinsmith, established the G.H. Grimm Manufacturing Company. His device, the Champion Evaporator, revolutionized maple syrup production with the use of a corrugated pan which increased the efficiency of evaporating liquids such as saps. Grimm's business became the world's leading manufacturer of maple supplies. His contributions as an inventor, researcher, and manufacturer established him as a leader in the maple sugar industry.",https://www.hmdb.org/marker.asp?marker=29261,the Hudson Library and Historical Society and the Ohio Historical Society.(Marker Number 39-77.),2007,"20th Century,Horticulture & Forestry,Industry & Commerce,Natural Resources,Notable Persons","This page was last revised on June 16, 2016. This page originally submitted on  March 29, 2010, by Heather Crawford of Newark, Ohio.  This page has been viewed 970 times since then and 39 times this year. Photo    1. submitted on  April 9, 2010.  • Kevin W. was the editor who published this page."
-76.24933333,40.30068333,Jacob Albright,"On State Route 897, Kleinfeltersville,","The son of German immigrants, Jacob Albright (1759 - 1808) founded the Evangelical Association, preached to poor farmers, and rose to become Bishop in the Methodist Church. His grave is nearby at Albright Memorial Church.",https://www.hmdb.org/marker.asp?marker=29302,Pennsylvania Historical and Museum Commission.,1967,"Cemeteries & Burial Sites,Churches, Etc.,Notable Persons","This page was last revised on June 16, 2016. This page originally submitted on  March 29, 2010, by Bill Pfingsten of Bel Air, Maryland.  This page has been viewed 758 times since then and 23 times this year."
-84.46161667,40.78601667,Anthony Wayne's March Across Van Wert County / Venedocia Village,"On State Route 116, Venedocia,","[South Side of Marker] : ""Anthony Wayne's March Across Van Wert County"" 
To the right is the route taken by the U.S. Legion under Major General Anthony Wayne as it marched across what would become Van Wert County. The army of 2,800 men camped west of this marker near the present cemetery on the night of August 4, 1794. Wayne's orders were to subdue Native American tribes and his destination was a major village at the junction of the Auglaize and Maumee Rivers (now Defiance). Finding it abandoned, Wayne marched down the Maumee River and was attacked by a force of Indians on August 20. Wayne's victory at the Battle of Fallen Timbers ended the Indian Wars of the 1790s. The Treaty of Greene Ville, signed by Wayne and the representatives of twelve tribes, opened much of Ohio to American settlement.  

[North Side of Marker] : ""Venedocia Village"" 
In the fall of 1847, Governor William Bebb and a cousin of the same name traveled to Van Wert County to buy land for a settlement of Welsh immigrants. In April 1848, three immigrant families from North Wales--the Bebbs, the Jervises, and the Morrises--traveled by the Miami-Erie Canal to establish Venedocia. Wolves, panthers and other wild beasts were frequent visitors to the settlement and according to one settler, scratched at doors during the night. The descendants of Venedocia's settlers have preserved Welsh culture in the area. Until the organization of the Venedocia Presbyterian Church in 1895, all regularly scheduled church services were conducted in Welsh. All annual reports of the Salem Church were printed in Welsh until 1917. The Welsh Gymanfa Ganu (hymn sing) continues to this day and is one of the community's biggest events. The Salem Presbyterian Church, seen from this location, was built in 1898.",https://www.hmdb.org/marker.asp?marker=29614,"Van Wert County Historical Society, Venedocia Lion's Club, and The Ohio Historical Society.(Marker Number3-81.)",1998,"Military,Native Americans,Settlements & Settlers,Wars, US Indian","This page was last revised on June 16, 2016. This page originally submitted on  April 9, 2010, by Dale K. Benington of Toledo, Ohio.  This page has been viewed 1,087 times since then and 71 times this year."
-75.20617,40.86705,Slate Industry,"On North 1st Street (State Route 191) , Bangor, (On the left when traveling north)","Robert M. Jones of Wales, who came here in 1848 as an immigrant, began the slate quarrying industry. The region became a major world center for slate. From here came slate for roofs and old-time school slates and pencils.",https://www.hmdb.org/marker.asp?marker=29697,Pennsylvania Historical and Museum Commission.,1947,"Industry & Commerce,Natural Resources","This page was last revised on June 16, 2016. This page originally submitted on  April 11, 2010, by PaulwC3 of Northern, Virginia.  This page has been viewed 715 times since then and 31 times this year."
-77.01508333,38.89841667,Lillian and Albert Small Jewish Museum,"On G Street, NW, Judiciary Square, (On the left when traveling east)","Jewish Historical Society of Greater Washington “The neighborhood was our whole life.” Albert Small, born in the neighborhood in 1902.  

This is the oldest surviving synagogue building in Washington. Constructed in 1875 by Adas Israel Congregation, and originally located at Sixth and G Streets, it served the German-Jewish immigrant shopkeepers in the neighborhood. Albert Small, a member of the congregation, grew up on Fifth Street and recalled that as a boy, “the neighborhood was our whole life [and] the synagogue was the focal point. We went to school at Seaton [Elementary], and we took our music lessons in St. Mary’s across the street from our house. We used to help in the family store two blocks away.”  

When the congregation outgrew this sanctuary in 1906, a Greek Orthodox church and later a carry-out restaurant occupied the building. Threatened with demolition in 1969, the building was moved to its present location and restored as a museum bearing the name of its benefactors Lillian and Albert Small.  

This historic synagogue symbolizes the rich immigrant history of the eastern section of Washington’s downtown. Beginning with the Irish and German craftsmen who arrived in the early 19th century to work on the government buildings, the area has been a place for newcomers from around the world to establish an economic foothold in the federal city–Jews, Germans, Greeks, Italians, Russians, Chinese, and others.  

The legacy of the neighborhood’s immigrant history surrounds you. Holy Rosary Catholic Church (founded about 1913 near its present site at Third and F Streets) served the surrounding Italian community. It still celebrates Mass in Italian. St. Mary’s Catholic Church (established in 1846), at Fifth and H Streets, founded by Germans, today holds Mass in Latin and Cantonese. St. Patrick’s Catholic Church (founded in 1794), and still located on its original site on Tenth Street between F and G, was established to serve Irish immigrants. And three former synagogues, on or near I Street, are now Baptist or African Methodist Episcopal churches serving African American congregations.  (Back): The Civil War (1861 - 1865) transformed Washington, DC from a muddy backwater to a center of national power. Ever since, the city has been at the heart of the continuing struggle to realize fully the ideas for which the war was fought. The 25 signs that mark this trail follow the footsteps of Abraham Lincoln, Walt Whitman, Clara Barton, Frederick Douglas, and others, famous and humble, who shaped a nation and its capital city while living and working in historic downtown DC.

Civil War to Civil Rights Downtown Heritage Trail is an Official Washington, DC Walking Trail. The self-guided tour consists of three distinct loops: West, Center, and East. Each one-mile loop offers about an hour of gentle exercise.

A free booklet capturing the trail's highlights is available at local businesses and institutions along the way. To download the free Civil War to Civil Rights Audio Tour, and learn about other DC neighborhoods, please visit www.CuturalTourismDC.org.",https://www.hmdb.org/marker.asp?marker=29761,Cultural Tourism DC.  (Marker Number e.8,,"African Americans,Asian Americans,Churches, Etc.,Notable Buildings,Settlements & Settlers","This page was last revised on  September 10, 2016. This page originally submitted on  April 13, 2010, by Richard E. Miller of Oxon Hill, Maryland.  This page has been viewed 1,276 times since then and 36 times this year."
-84.155163,40.276016,Schultz's Battery,"On Ohio Avenue, Sidney, (On the left when traveling south)","Zum Andenken der Deutsch 
Amerikanishe Freiwilligen  
Schultz's Battery 
Civil War 1861 - 1865 
Battery M, First Ohio 
Volunteer Light Artillery  
Sidney, Shelby County, Ohio.  
Erected in 1938 by 
George Hemm Jr. 
in memory of 
his parents and the pioneer 
immigrant German settlers, 
soldiers and sailors of the 
United States.   
Their magnificent support of 
President Lincoln during 
the Civil War saved the Union 
1861 - 1865",https://www.hmdb.org/marker.asp?marker=29779,"George Hemm Jr.in memory ofhis parents and the pioneerimmigrant German settlers,soldiers and sailors of theUnited States.Their magnificent support ofPresident Lincoln duringthe Civil War saved the Union1861 1865",1938,"Government,Heroes,Military,Patriots & Patriotism,Settlements & Settlers,War, US Civil","This page was last revised on June 16, 2016. This page originally submitted on  April 14, 2010, by William Fischer, Jr. of Scranton, Pennsylvania.  This page has been viewed 764 times since then and 64 times this year."
-83.008707,39.965519,Working Class Neighborhoods,"On Long Street (U.S. 33) , Columbus, (On the left when traveling east)","The history of a city is found not only in its grand old houses, but also in its neighborhoods. While Columbus has its share of grand houses, most residents did not live that lifestyle. Many working class people lived in hotels, apartments, tenements, cabins, and even hovels. Home ownership for the poor and working class was uncommon.  
Workers in Columbus from the 1800s through mid-1950s were typically immigrants and predominantly German. Waves of new arrivals from Italy, Ireland, Greece, Hungary, Slovenia, and Croatia joined the Appalachian and African-American communities. Many ethnic groups lived in segregated communities, except in Flytown. There were other working class neighborhoods such as Tintown, The Badlands, and Greek Town, etc.; but, Flytown was the largest and best remembered.  
The neighborhood was the first point of entry for many immigrants to Columbus because of its proximity to the railroads. It earned the title of Columbus' “Melting Pot.” It's cheap housing seemed to “fly-up” overnight. Men, women and children from the community worked in the buggy companies, tanneries, shoe factories, railroads, and breweries all along the river.  
Former Flytown residents tell of a mixed ethnic neighborhood with a close-knit society that truly crossed age, economic, gender, and race barriers. It's boundaries were roughly Collins Avenue on the North, Spruce Street on the South, Dennison Avenue on the east and the Olentangy River on the west. The Godman Guild, the city's oldest settlement house, provided services for the new arrivals and helped them get adjusted to life in America and Columbus.  
As things changed through the years, the area declined into slums. Government and civic leaders decided to change the area through an urban renewal project in the 1950s, and Flytown was virtually leveled to allow for new development.",https://www.hmdb.org/marker.asp?marker=30002,City of Columbus,,"African Americans,Charity & Public Work,Government,Industry & Commerce,Man-Made Features,Notable Places,Political Subdivisions,Railroads & Streetcars,Settlements & Settlers","This page was last revised on June 16, 2016. This page originally submitted on  April 22, 2010, by William Fischer, Jr. of Scranton, Pennsylvania.  This page has been viewed 914 times since then and 51 times this year."
-94.78823,29.30889,Galveston Immigration Stations,"On Strand St., Galveston, (On the right when traveling west)","Galveston was the port of entry for thousands of immigrants who settled in Texas and the southwest. Federal laws enacted in 1875 ended the unrestricted entry of immigrants into the country and led to the establishment of the area's first U.S. Immigration Station at Galveston's Pier 29. There U.S. Customs officials conducted medical exams, baggage inspections and formal processing of immigrants; those found to be diseased or incapacitated faced deportation. The U.S. Congress chose Galveston over New Orleans as the site of a major new Federal immigration station in 1906. Plans to build an impressive immigrant landing station on Pelican Island comparable to New York's Ellis Island facility were never fully realized. The scaled-down station, fully operational by 1913, was damaged by hurricane winds in 1915 and closed in 1916. The immigration offices were subsequently relocated to a building on Galveston's 21st Street. A new 3-story immigration station containing immigration offices, dormitories, medical facilities, a kitchen, and dining and recreational areas was completed here at 1700 Strand Avenue in 1933. It was used as an immigration and deportee-staging facility until about 1940 when it was converted for use as a U.S. Customs Office.",https://www.hmdb.org/marker.asp?marker=30449,Texas Historical Commission.,1993,"Government,Notable Buildings","This page was last revised on June 16, 2016. This page originally submitted on  May 7, 2010, by Gregory Walker of La Grange, Texas.  This page has been viewed 1,434 times since then and 108 times this year."
-89.33691667,43.0692,"George Kalbfleisch, Jr. Farm House","On Dean Avenue, Monona, (On the left",This typical Wisconsin frame farmhouse was built by the son of a German immigrant on a forty-acre parcel. The land was later used as a truck farm and mink ranch. In 1950 an old chicken house on the property was converted to serve as the first Catholic Church in Monona. The farmhouse became the rectory.,https://www.hmdb.org/marker.asp?marker=31029,Monona Landmarks Commission,,"20th Century,Notable Buildings","This page was last revised on June 16, 2016. This page originally submitted on  May 22, 2010, by Gordon Govier of Monona, Wisconsin.  This page has been viewed 1,436 times since then and 37 times this year."
-87.98413,43.223832,Wisconsin's German Settlers,"On North Cedarburg Rd., Mequon, (On the left when traveling north)","The oldest German settlements in Wisconsin are found in the Town of Mequon. In 1839 a small group of German immigrants from Saxony settled near the Milwaukee River. They were followed that same year by about twenty immigrant families from Pomerania searching for religious freedom. They established farmsteads in the west part of the town and founded the small community of “Freystatt” or “free place,” now known as Freistadt. The first Lutheran church in Wisconsin was built there in 1840. Over the next fifty years, thousands more German immigrants settled in the surrounding area.",https://www.hmdb.org/marker.asp?marker=31219,State Historical Society of Wisconsin.(Marker Number 331.),1996,Settlements & Settlers,"This page was last revised on June 16, 2016. This page originally submitted on  May 27, 2010, by Paul Fehrenbach of Germantown, Wisconsin.  This page has been viewed 768 times since then and 33 times this year."
